fips,name,state,bryant17_county,main_source_of_generation_2016,electricity_demand_twh_2016,n_powerplants_2016,solar_generation_mwh_2016,solar_generation_mwh_2018
20135,Ness County,KS,1,COAL,1,10,11349,19037
20137,Norton County,KS,1,COAL,2,9,11097,20232
20139,Osage County,KS,1,COAL,2,8,11308,21261
20141,Osborne County,KS,1,COAL,3,10,11188,21300
20143,Ottawa County,KS,1,COAL,1,10,10696,18518
20145,Pawnee County,KS,1,COAL,0,10,10619,19096.5
20147,Phillips County,KS,1,COAL,1,11,10372,19525
20149,Pottawatomie County,KS,1,COAL,1,9,10979,19999
20151,Pratt County,KS,1,COAL,4,8,10501,18270
20153,Rawlins County,KS,1,COAL,2,9,11000,19130
20155,Reno County,KS,1,COAL,2,10,11366,20220
20157,Republic County,KS,1,COAL,4,10,11586,20718.199
20159,Rice County,KS,1,COAL,4,10,11199,18999.199
20161,Riley County,KS,1,COAL,1,8,10630,19322
20163,Rooks County,KS,1,COAL,3,9,11092,19650
20165,Rush County,KS,1,COAL,2,11,10224,19429
20167,Russell County,KS,1,COAL,0,8,11056,20521.5
20169,Saline County,KS,1,COAL,1,9,10693,19734
20171,Scott County,KS,1,COAL,3,9,10457,20046
20173,Sedgwick County,KS,1,COAL,2,7,11314,19538
20175,Seward County,KS,1,COAL,1,9,10647,18878
20177,Shawnee County,KS,1,COAL,1,13,11022,20027
20179,Sheridan County,KS,1,COAL,1,9,12066,21058
20181,Sherman County,KS,1,COAL,2,8,12391,20864
20183,Smith County,KS,1,COAL,2,10,11292,19927
20185,Stafford County,KS,1,COAL,2,9,11634,20234
20187,Stanton County,KS,1,COAL,3,9,10345,19530.199
20189,Stevens County,KS,1,COAL,1,10,11300,19770
20191,Sumner County,KS,1,COAL,2,8,12216,21255
20193,Thomas County,KS,1,COAL,4,9,11584,19565.4
20195,Trego County,KS,1,COAL,3,9,12786,21187.801
20197,Wabaunsee County,KS,1,COAL,1,9,12043,20628
20199,Wallace County,KS,1,COAL,1,9,10544,18936
20201,Washington County,KS,0,COAL,2,6,11488,20961
20203,Wichita County,KS,0,COAL,2,7,10732,19626
20205,Wilson County,KS,0,COAL,2,9,10784,18909
20207,Woodson County,KS,0,COAL,3,7,10919,19702
20209,Wyandotte County,KS,0,COAL,2,8,10969,20040
21001,Adair County,KY,0,COAL,3,7,11541,20437
21003,Allen County,KY,0,COAL,2,7,11351,20617
21005,Anderson County,KY,0,COAL,2,7,10796,19951
21007,Ballard County,KY,0,COAL,2,6,10869,20177
21009,Barren County,KY,0,COAL,1,8,10844,20282
21011,Bath County,KY,0,COAL,2,10,11194,21296
21013,Bell County,KY,0,COAL,1,6,10753,19566
21015,Boone County,KY,0,COAL,3,9,10009,19357
21017,Bourbon County,KY,0,COAL,2,8,11537,20995
21019,Boyd County,KY,0,COAL,2,7,10107,18905
21021,Boyle County,KY,0,COAL,2,9,10676,19862
21023,Bracken County,KY,0,COAL,3,8,10793,20615
21025,Breathitt County,KY,0,COAL,1,8,10714,19654
21027,Breckinridge County,KY,0,COAL,3,8,10789,20157
21029,Bullitt County,KY,0,COAL,0,7,9824,19210
21031,Butler County,KY,0,COAL,2,7,11728,21437
21033,Caldwell County,KY,0,COAL,4,9,11496,20396
21035,Calloway County,KY,0,COAL,1,8,11126,19921
21037,Campbell County,KY,0,COAL,2,8,10907,20302
21039,Carlisle County,KY,0,COAL,0,7,10689,20096
21041,Carroll County,KY,0,COAL,3,7,10796,20132
21043,Carter County,KY,0,COAL,1,10,11392,20714
21045,Casey County,KY,0,COAL,2,9,10524,20315
21047,Christian County,KY,0,COAL,1,5,10533,18695
21049,Clark County,KY,0,COAL,0,6,10866,20104
21051,Clay County,KY,0,COAL,2,10,10294,19959
21053,Clinton County,KY,0,COAL,2,8,10659,19756
21055,Crittenden County,KY,0,COAL,3,8,10968,21469
21057,Cumberland County,KY,0,COAL,2,7,10242,19557
21059,Daviess County,KY,0,COAL,2,8,10176,18748
21061,Edmonson County,KY,0,COAL,3,7,10275,19814
21063,Elliott County,KY,0,COAL,0,6,10635,18912
21065,Estill County,KY,0,COAL,2,8,11165,20343
21067,Fayette County,KY,0,COAL,3,7,10869,20388
21069,Fleming County,KY,0,COAL,2,8,10847,19846
21071,Floyd County,KY,0,COAL,2,7,10392,19985
21073,Franklin County,KY,0,COAL,2,7,10733,20522
21075,Fulton County,KY,0,COAL,3,7,11584,20734
21077,Gallatin County,KY,0,COAL,0,8,10326,19108
21079,Garrard County,KY,0,COAL,4,7,10915,18906
21081,Grant County,KY,0,COAL,2,6,10503,20240
21083,Graves County,KY,0,COAL,2,7,10826,19062
21085,Grayson County,KY,0,COAL,2,6,11094,20330
21087,Green County,KY,0,COAL,3,4,10861,20373
21089,Greenup County,KY,0,COAL,0,8,11036,20380
21091,Hancock County,KY,0,COAL,4,9,10192,20095
21093,Hardin County,KY,0,COAL,2,7,11527,20542
21095,Harlan County,KY,0,COAL,2,9,11646,20516
21097,Harrison County,KY,0,COAL,1,7,10612,19532
21099,Hart County,KY,0,COAL,0,7,11752,20304
21101,Henderson County,KY,1,COAL,2,10,10897,19978
21103,Henry County,KY,1,COAL,1,9,11011,19988
21105,Hickman County,KY,1,COAL,2,9,11232,20992
21107,Hopkins County,KY,1,COAL,2,10,11037,19399
21109,Jackson County,KY,1,COAL,2,11,10999,19562
21111,Jefferson County,KY,1,COAL,2,10,10875,19362
21113,Jessamine County,KY,1,COAL,3,11,11408,19465.4
21115,Johnson County,KY,1,COAL,1,9,10896,19153
21117,Kenton County,KY,1,COAL,2,12,11314,20879
21119,Knott County,KY,1,COAL,0,10,10514,18841
21121,Knox County,KY,1,COAL,1,10,11517,20049
21123,Larue County,KY,1,COAL,4,8,10430,18760.199
21125,Laurel County,KY,1,COAL,1,9,11427,20076
21127,Lawrence County,KY,1,COAL,3,9,11382,21060.4
21129,Lee County,KY,1,COAL,3,10,10194,18781.6
21131,Leslie County,KY,1,COAL,3,9,10722,18593.199
21133,Letcher County,KY,1,COAL,2,9,11673,20914
21135,Lewis County,KY,1,COAL,0,10,11803,21306.5
21137,Lincoln County,KY,1,COAL,0,8,10967,20132.5
21139,Livingston County,KY,1,COAL,2,10,11643,20729
21141,Logan County,KY,1,COAL,1,9,10967,19571
21143,Lyon County,KY,1,COAL,4,9,11235,19011
21145,McCracken County,KY,1,COAL,2,11,10911,19451
21147,McCreary County,KY,1,COAL,2,9,10873,18605
21149,McLean County,KY,1,COAL,1,10,10350,19464
21151,Madison County,KY,1,COAL,2,8,10068,18759
21153,Magoffin County,KY,1,COAL,1,9,10976,19535
21155,Marion County,KY,1,COAL,3,8,10397,18560.6
21157,Marshall County,KY,1,COAL,3,10,11074,20351.4
21159,Martin County,KY,1,COAL,1,8,10103,18813
21161,Mason County,KY,1,COAL,2,11,10570,18707
21163,Meade County,KY,1,COAL,1,8,10678,18872
21165,Menifee County,KY,1,COAL,2,7,11084,20331
21167,Mercer County,KY,1,COAL,3,8,11025,19521.801
21169,Metcalfe County,KY,1,COAL,2,9,10489,19966
21171,Monroe County,KY,1,COAL,0,11,11399,20976.5
21173,Montgomery County,KY,1,COAL,3,10,10602,18092
21175,Morgan County,KY,1,COAL,2,9,12028,21782
21177,Muhlenberg County,KY,1,COAL,1,10,10540,18547
21179,Nelson County,KY,1,COAL,1,8,10982,19350
21181,Nicholas County,KY,1,COAL,1,9,11367,20203
21183,Ohio County,KY,1,COAL,2,9,11527,19725
21185,Oldham County,KY,1,COAL,2,8,11001,19561
21187,Owen County,KY,1,COAL,3,9,10740,19201.4
21189,Owsley County,KY,1,COAL,1,8,11278,19261
21191,Pendleton County,KY,1,COAL,1,9,10346,19622
21193,Perry County,KY,1,COAL,3,9,11262,20360.199
21195,Pike County,KY,1,COAL,2,9,10796,19767
21197,Powell County,KY,1,COAL,1,9,10315,19405
21199,Pulaski County,KY,1,COAL,4,10,11044,20768.801
21201,Robertson County,KY,0,COAL,2,8,10732,20174
21203,Rockcastle County,KY,0,COAL,2,7,11661,20515
21205,Rowan County,KY,0,COAL,2,8,10940,21039
21207,Russell County,KY,0,COAL,3,8,10678,19757
21209,Scott County,KY,0,COAL,2,6,10367,19796
21211,Shelby County,KY,0,COAL,1,6,11189,20945
21213,Simpson County,KY,0,COAL,1,8,11654,21078
21215,Spencer County,KY,0,COAL,2,7,10944,19887
21217,Taylor County,KY,0,COAL,0,8,11070,19705
21219,Todd County,KY,0,COAL,2,7,11142,20026
21221,Trigg County,KY,0,COAL,1,8,11217,19294
21223,Trimble County,KY,0,COAL,1,8,10652,20186
21225,Union County,KY,0,COAL,2,6,10919,20596
21227,Warren County,KY,0,COAL,0,7,11293,20963
21229,Washington County,KY,0,COAL,2,8,10733,20033
21231,Wayne County,KY,0,COAL,2,8,10197,19094
21233,Webster County,KY,0,COAL,1,8,10502,19838
21235,Whitley County,KY,0,COAL,1,8,11354,20251
21237,Wolfe County,KY,0,COAL,3,7,10928,19554
21239,Woodford County,KY,0,COAL,2,9,10486,20019
22001,Acadia Parish,LA,0,COAL,3,8,11157,20308
22003,Allen Parish,LA,0,COAL,3,7,11813,20224
22005,Ascension Parish,LA,0,COAL,2,8,10943,21775
22007,Assumption Parish,LA,0,COAL,2,7,9777,17915
22009,Avoyelles Parish,LA,0,COAL,1,8,10394,20091
22011,Beauregard Parish,LA,0,COAL,2,7,11092,21366
22013,Bienville Parish,LA,0,COAL,2,8,10118,19854
22015,Bossier Parish,LA,0,COAL,1,8,10852,20435
22017,Caddo Parish,LA,0,COAL,2,7,10854,20082
22019,Calcasieu Parish,LA,0,COAL,0,7,11079,20770
22021,Caldwell Parish,LA,0,COAL,3,8,11724,21648
22023,Cameron Parish,LA,0,COAL,2,7,9464,17815
22025,Catahoula Parish,LA,0,COAL,2,7,11325,20843
22027,Claiborne Parish,LA,0,COAL,2,8,10816,20325
22029,Concordia Parish,LA,0,COAL,1,8,10543,20453
22031,De Soto Parish,LA,0,COAL,2,7,11228,20884
22033,East Baton Rouge Parish,LA,0,COAL,1,10,11159,19844
22035,East Carroll Parish,LA,0,COAL,0,7,10236,19886
22037,East Feliciana Parish,LA,0,COAL,3,8,10563,21007
22039,Evangeline Parish,LA,0,COAL,2,7,11200,19950
22041,Franklin Parish,LA,0,COAL,2,8,10345,19550
22043,Grant Parish,LA,0,COAL,1,8,10505,19944
22045,Iberia Parish,LA,0,COAL,0,11,10655,19475
22047,Iberville Parish,LA,0,COAL,1,7,10744,20776
22049,Jackson Parish,LA,0,COAL,2,8,10765,19469
22051,Jefferson Parish,LA,0,COAL,1,9,10023,19230
22053,Jefferson Davis Parish,LA,0,COAL,1,7,9940,19849
22055,Lafayette Parish,LA,0,COAL,1,6,10131,19182
22057,Lafourche Parish,LA,0,COAL,2,6,10731,19542
22059,La Salle Parish,LA,0,COAL,2,7,10288,19600
22061,Lincoln Parish,LA,0,COAL,2,10,11602,20543
22063,Livingston Parish,LA,0,COAL,2,8,10833,20368
22065,Madison Parish,LA,0,COAL,1,8,10988,20317
22067,Morehouse Parish,LA,0,COAL,0,9,10525,19726
22069,Natchitoches Parish,LA,0,COAL,1,9,10885,21585
22071,Orleans Parish,LA,0,COAL,3,7,10755,19821
22073,Ouachita Parish,LA,0,COAL,4,7,12053,21592
22075,Plaquemines Parish,LA,0,COAL,0,9,10862,20390
22077,Pointe Coupee Parish,LA,0,COAL,1,8,10800,20082
22079,Rapides Parish,LA,0,COAL,1,6,9673,18547
22081,Red River Parish,LA,0,COAL,2,8,11368,20482
22083,Richland Parish,LA,0,COAL,4,7,10554,19658
22085,Sabine Parish,LA,0,COAL,4,8,11057,20743
22087,St. Bernard Parish,LA,0,COAL,1,7,11097,19612
22089,St. Charles Parish,LA,0,COAL,3,9,10683,19481
22091,St. Helena Parish,LA,0,COAL,2,8,10246,19685
22093,St. James Parish,LA,0,COAL,3,7,11197,20636
22095,St. John the Baptist Parish,LA,0,COAL,2,9,10570,19959
22097,St. Landry Parish,LA,0,COAL,2,8,11451,21420
22099,St. Martin Parish,LA,0,COAL,1,7,9931,19635
22101,St. Mary Parish,LA,1,COAL,2,8,10847,19578
22103,St. Tammany Parish,LA,1,COAL,1,10,11788,20082
22105,Tangipahoa Parish,LA,1,COAL,3,9,10569,19503.199
22107,Tensas Parish,LA,1,COAL,2,8,10883,19469
22109,Terrebonne Parish,LA,1,COAL,3,11,10438,17810.801
22111,Union Parish,LA,1,COAL,0,10,10436,19297.5
22113,Vermilion Parish,LA,1,COAL,2,10,10700,19792
22115,Vernon Parish,LA,1,COAL,3,12,11021,18609.801
22117,Washington Parish,LA,1,COAL,1,9,10176,18570
22119,Webster Parish,LA,1,COAL,1,10,10368,19651
22121,West Baton Rouge Parish,LA,1,COAL,2,8,11236,20078
22123,West Carroll Parish,LA,1,COAL,1,9,11072,19417
22125,West Feliciana Parish,LA,1,COAL,2,8,9741,17663
22127,Winn Parish,LA,1,COAL,3,10,10845,20133.6
23001,Androscoggin County,ME,0,COAL,3,seven,9927,19717
23003,Aroostook County,ME,0,COAL,3,seven,10501,20541
23005,Cumberland County,ME,0,COAL,3,seven,10278,18898
23007,Franklin County,ME,0,COAL,1,seven,9923,18979
23009,Hancock County,ME,0,COAL,1,seven,11196,20708
23011,Kennebec County,ME,0,COAL,2,8,10446,20156
23013,Knox County,ME,0,COAL,2,6,10673,19826
23015,Lincoln County,ME,0,COAL,3,seven,11296,19968
23017,Oxford County,ME,0,COAL,0,6,10579,20190
23019,Penobscot County,ME,0,COAL,1,seven,11092,21076
23021,Piscataquis County,ME,0,COAL,3,9,11067,20256
23023,Sagadahoc County,ME,0,COAL,2,seven,10798,19809
23025,Somerset County,ME,0,COAL,2,seven,11042,20148
23027,Waldo County,ME,0,COAL,2,seven,11429,21293
23029,Washington County,ME,0,COAL,5,9,10690,20324
23031,York County,ME,0,COAL,2,seven,10867,18657
24001,Allegany County,MD,0,COAL,2,7,10800,20010
24003,Anne Arundel County,MD,0,COAL,3,9,10720,20494
24005,Baltimore County,MD,0,COAL,2,10,11423,20947
24009,Calvert County,MD,0,COAL,2,7,11634,20596
24011,Caroline County,MD,0,COAL,3,9,10815,19877
24013,Carroll County,MD,0,COAL,2,8,10802,19476
24015,Cecil County,MD,0,COAL,3,8,10588,20122
24017,Charles County,MD,0,COAL,1,6,10525,19796
24019,Dorchester County,MD,0,COAL,2,6,10825,20379
24021,Frederick County,MD,0,COAL,4,9,10930,20926
24023,Garrett County,MD,0,COAL,2,7,11109,20047
24025,Harford County,MD,0,COAL,1,8,10528,19648
24027,Howard County,MD,0,COAL,2,6,10901,20400
24029,Kent County,MD,0,COAL,3,8,11353,20535
24031,Montgomery County,MD,0,COAL,0,9,10444,19391
24033,Prince George's County,MD,0,COAL,1,8,10975,21065
24035,Queen Anne's County,MD,0,COAL,4,7,11346,20228
24037,St. Mary's County,MD,0,COAL,4,6,10683,19453
24039,Somerset County,MD,0,COAL,2,7,11054,20914
24041,Talbot County,MD,0,COAL,3,7,11284,19815
24043,Washington County,MD,0,COAL,2,8,11109,19845
24045,Wicomico County,MD,0,COAL,2,8,11431,20305
24047,Worcester County,MD,0,COAL,3,7,10971,19943
24510,Baltimore city,MD,1,HYDRO,3,8,11191,20093.6
25001,Barnstable County,MA,0,COAL,4,7,10293,19254
25003,Berkshire County,MA,0,COAL,3,8,10148,18886
25005,Bristol County,MA,0,COAL,1,6,10097,19875
25007,Dukes County,MA,0,COAL,2,8,11193,19949
25009,Essex County,MA,0,COAL,3,7,11111,20652
25011,Franklin County,MA,0,COAL,4,8,11438,20402
25013,Hampden County,MA,0,COAL,3,9,11989,21961
25015,Hampshire County,MA,0,COAL,2,7,10228,19390
25017,Middlesex County,MA,0,COAL,1,8,10077,19054
25019,Nantucket County,MA,0,COAL,2,8,10794,19659
25021,Norfolk County,MA,0,COAL,0,7,11291,19983
25023,Plymouth County,MA,0,COAL,2,7,11958,20634
25025,Suffolk County,MA,0,COAL,2,8,10465,20641
25027,Worcester County,MA,0,COAL,1,8,11013,20717
26001,Alcona County,MI,0,COAL,1,6,11622,20215
26003,Alger County,MI,0,COAL,1,8,10147,19923
26005,Allegan County,MI,0,COAL,2,5,11507,20887
26007,Alpena County,MI,0,COAL,2,7,10540,18936
26009,Antrim County,MI,0,COAL,3,8,11252,20845
26011,Arenac County,MI,0,COAL,1,7,10648,19355
26013,Baraga County,MI,0,COAL,2,7,10423,19961
26015,Barry County,MI,0,COAL,2,8,10997,20506
26017,Bay County,MI,0,COAL,1,8,10659,20363
26019,Benzie County,MI,0,COAL,1,8,11306,21810
26021,Berrien County,MI,0,COAL,2,8,9611,19638
26023,Branch County,MI,0,COAL,1,6,11036,20559
26025,Calhoun County,MI,0,COAL,2,8,10719,20048
26027,Cass County,MI,0,COAL,0,8,12452,21832
26029,Charlevoix County,MI,0,COAL,2,6,11272,20623
26031,Cheboygan County,MI,0,COAL,2,8,9954,18876
26033,Chippewa County,MI,0,COAL,1,8,10546,19773
26035,Clare County,MI,0,COAL,4,6,11033,19896
26037,Clinton County,MI,0,COAL,3,7,11447,20216
26039,Crawford County,MI,0,COAL,1,8,10638,20054
26041,Delta County,MI,0,COAL,1,7,11021,19806
26043,Dickinson County,MI,0,COAL,3,7,11880,21189
26045,Eaton County,MI,0,COAL,1,7,10122,19441
26047,Emmet County,MI,0,COAL,2,8,10946,19927
26049,Genesee County,MI,0,COAL,2,8,9868,18854
26051,Gladwin County,MI,0,COAL,1,8,10859,19333
26053,Gogebic County,MI,0,COAL,5,7,10879,20118
26055,Grand Traverse County,MI,0,COAL,1,6,9747,18731
26057,Gratiot County,MI,0,COAL,5,8,11114,20552
26059,Hillsdale County,MI,0,COAL,0,7,10329,19358
26061,Houghton County,MI,0,COAL,2,7,11077,20577
26063,Huron County,MI,0,COAL,0,6,11055,19739
26065,Ingham County,MI,0,COAL,2,10,11763,21525
26067,Ionia County,MI,0,COAL,2,7,11272,20485
26069,Iosco County,MI,0,COAL,3,7,11815,20945
26071,Iron County,MI,0,COAL,2,8,10727,19543
26073,Isabella County,MI,0,COAL,0,9,11628,21372
26075,Jackson County,MI,0,COAL,1,7,11301,20603
26077,Kalamazoo County,MI,0,COAL,0,8,11689,20808
26079,Kalkaska County,MI,0,COAL,1,7,11249,21116
26081,Kent County,MI,0,COAL,4,5,11651,21990
26083,Keweenaw County,MI,0,COAL,4,9,11379,20796
26085,Lake County,MI,0,COAL,3,8,11175,19659
26087,Lapeer County,MI,0,COAL,2,6,10497,20600
26089,Leelanau County,MI,0,COAL,2,9,10360,19897
26091,Lenawee County,MI,0,COAL,2,7,11345,20736
26093,Livingston County,MI,0,COAL,3,7,10463,19726
26095,Luce County,MI,0,COAL,2,8,10728,19894
26097,Mackinac County,MI,0,COAL,0,7,11230,20101
26099,Macomb County,MI,0,COAL,2,7,10608,20182
26101,Manistee County,MI,1,COAL,2,10,10890,18977
26103,Marquette County,MI,1,COAL,3,7,10598,18435.4
26105,Mason County,MI,1,COAL,3,7,10359,20189.6
26107,Mecosta County,MI,1,COAL,4,11,10711,19003.4
26109,Menominee County,MI,1,COAL,2,9,12012,21236
26111,Midland County,MI,1,COAL,2,11,11037,20212
26113,Missaukee County,MI,1,COAL,1,8,10668,18262
26115,Monroe County,MI,1,COAL,3,10,11395,20206.801
26117,Montcalm County,MI,1,COAL,2,10,10865,19620
26119,Montmorency County,MI,1,COAL,0,10,10890,19918.5
26121,Muskegon County,MI,1,COAL,2,10,11254,20472
26123,Newaygo County,MI,1,COAL,1,10,11740,20472
26125,Oakland County,MI,1,COAL,2,9,11808,20132
26127,Oceana County,MI,1,COAL,0,9,11783,20253.5
26129,Ogemaw County,MI,1,COAL,2,10,10741,18951
26131,Ontonagon County,MI,1,COAL,1,10,10930,19363
26133,Osceola County,MI,1,COAL,3,8,9699,18289
26135,Oscoda County,MI,1,COAL,0,10,11635,20795.5
26137,Otsego County,MI,1,COAL,0,9,11630,20870.5
26139,Ottawa County,MI,1,COAL,3,9,10914,18801.199
26141,Presque Isle County,MI,1,COAL,1,10,10308,17830
26143,Roscommon County,MI,1,COAL,1,11,10442,18947
26145,Saginaw County,MI,1,COAL,3,10,11664,20583.4
26147,St. Clair County,MI,1,COAL,3,9,10344,19618.6
26149,St. Joseph County,MI,1,COAL,2,9,11380,20382
26151,Sanilac County,MI,1,COAL,2,9,10027,18657
26153,Schoolcraft County,MI,1,COAL,1,9,10698,18901
26155,Shiawassee County,MI,1,COAL,0,8,11482,20881
26157,Tuscola County,MI,1,COAL,2,10,11075,20634
26159,Van Buren County,MI,1,COAL,2,9,10492,20047
26161,Washtenaw County,MI,1,COAL,2,9,11523,20537
26163,Wayne County,MI,1,COAL,3,11,10356,18815
26165,Wexford County,MI,1,COAL,1,10,10730,19345
27001,Aitkin County,MN,0,COAL,2,7,11113,20406
27003,Anoka County,MN,0,COAL,1,8,11083,20423
27005,Becker County,MN,0,COAL,3,8,10388,19375
27007,Beltrami County,MN,0,COAL,4,7,10032,19349
27009,Benton County,MN,0,COAL,2,6,11417,21152
27011,Big Stone County,MN,0,COAL,1,8,10674,20511
27013,Blue Earth County,MN,0,COAL,1,7,11048,21176
27015,Brown County,MN,0,COAL,2,8,11568,20860
27017,Carlton County,MN,0,COAL,2,8,10488,20103
27019,Carver County,MN,0,COAL,2,7,10798,18745
27021,Cass County,MN,0,COAL,1,6,10701,20275
27023,Chippewa County,MN,0,COAL,2,6,10809,20219
27025,Chisago County,MN,0,COAL,1,8,11611,20692
27027,Clay County,MN,0,COAL,2,8,11563,20765
27029,Clearwater County,MN,0,COAL,2,8,9996,18762
27031,Cook County,MN,0,COAL,2,9,10332,18722
27033,Cottonwood County,MN,0,COAL,1,7,11006,20518
27035,Crow Wing County,MN,0,COAL,2,8,11470,20228
27037,Dakota County,MN,0,COAL,1,7,10834,20063
27039,Dodge County,MN,0,COAL,1,7,10784,19459
27041,Douglas County,MN,0,COAL,2,8,10769,19160
27043,Faribault County,MN,0,COAL,0,7,11252,20160
27045,Fillmore County,MN,0,COAL,1,5,9983,18899
27047,Freeborn County,MN,0,COAL,2,7,10271,19265
27049,Goodhue County,MN,0,COAL,1,8,11245,20001
27051,Grant County,MN,0,COAL,2,7,11074,20780
27053,Hennepin County,MN,0,COAL,3,7,10970,20253
27055,Houston County,MN,0,COAL,1,9,11672,21875
27057,Hubbard County,MN,0,COAL,0,7,10496,20175
27059,Isanti County,MN,0,COAL,1,8,10552,19566
27061,Itasca County,MN,0,COAL,3,7,10719,20309
27063,Jackson County,MN,0,COAL,2,7,11280,20829
27065,Kanabec County,MN,0,COAL,4,9,10877,19702
27067,Kandiyohi County,MN,0,COAL,3,10,10884,19899
27069,Kittson County,MN,0,COAL,1,7,11266,20016
27071,Koochiching County,MN,0,COAL,1,9,11376,20358
27073,Lac qui Parle County,MN,0,COAL,2,4,11343,20326
27075,Lake County,MN,0,COAL,2,8,8792,18203
27077,Lake of the Woods County,MN,0,COAL,2,9,11037,20279
27079,Le Sueur County,MN,0,COAL,1,8,10958,19884
27081,Lincoln County,MN,0,COAL,2,6,10965,21032
27083,Lyon County,MN,0,COAL,1,9,10283,19732
27085,McLeod County,MN,0,COAL,2,7,10567,19466
27087,Mahnomen County,MN,0,COAL,2,7,10917,20227
27089,Marshall County,MN,0,COAL,2,7,12243,21758
27091,Martin County,MN,0,COAL,2,8,11505,20937
27093,Meeker County,MN,0,COAL,2,7,11229,20897
27095,Mille Lacs County,MN,0,COAL,3,7,10453,19344
27097,Morrison County,MN,0,COAL,0,7,10409,20095
27099,Mower County,MN,0,COAL,3,8,10399,19052
27101,Murray County,MN,1,COAL,1,10,11367,19713
27103,Nicollet County,MN,1,COAL,1,9,10631,19615
27105,Nobles County,MN,1,COAL,2,10,10799,19642
27107,Norman County,MN,1,COAL,3,10,11443,20458.801
27109,Olmsted County,MN,1,COAL,2,11,10418,19107
27111,Otter Tail County,MN,1,COAL,3,8,10894,19846.4
27113,Pennington County,MN,1,COAL,2,9,10603,20010
27115,Pine County,MN,1,COAL,1,8,9750,19059
27117,Pipestone County,MN,1,COAL,1,12,11425,19883
27119,Polk County,MN,1,COAL,3,11,10385,17921.4
27121,Pope County,MN,1,COAL,2,10,10363,18385
27123,Ramsey County,MN,1,COAL,1,9,11284,20204
27125,Red Lake County,MN,1,COAL,2,9,11085,19286
27127,Redwood County,MN,1,COAL,2,9,9677,18627
27129,Renville County,MN,1,COAL,2,9,11352,20832
27131,Rice County,MN,1,COAL,1,11,12119,21100
27133,Rock County,MN,1,COAL,3,10,11090,19031.801
27135,Roseau County,MN,1,COAL,1,10,11629,20581
27137,St. Louis County,MN,1,COAL,3,10,10475,18669.801
27139,Scott County,MN,1,COAL,1,9,11023,19066
27141,Sherburne County,MN,1,COAL,3,10,10645,20094.199
27143,Sibley County,MN,1,COAL,0,8,11378,20350.5
27145,Stearns County,MN,1,COAL,2,9,10144,18119
27147,Steele County,MN,1,COAL,3,10,9878,18512.199
27149,Stevens County,MN,1,COAL,3,10,11019,19023.6
27151,Swift County,MN,1,COAL,1,9,10680,18627
27153,Todd County,MN,1,COAL,1,9,10050,18734
27155,Traverse County,MN,1,COAL,2,9,10793,19735
27157,Wabasha County,MN,1,COAL,1,8,10059,18860
27159,Wadena County,MN,1,COAL,2,9,10722,19200
27161,Waseca County,MN,1,COAL,3,9,10364,19098.4
27163,Washington County,MN,1,COAL,2,10,11168,20105
27165,Watonwan County,MN,1,COAL,2,10,10981,20244
27167,Wilkin County,MN,1,COAL,2,9,11421,19715
27169,Winona County,MN,1,COAL,1,8,10189,17895
27171,Wright County,MN,1,COAL,2,9,10985,20837
27173,Yellow Medicine County,MN,1,COAL,2,10,11227,20505
28001,Adams County,MS,0,HYDRO,2,5,11720,20054
28003,Alcorn County,MS,0,HYDRO,2,5,11103,20527
28005,Amite County,MS,0,HYDRO,1,6,11363,20397
28007,Attala County,MS,0,HYDRO,4,6,10406,19812
28009,Benton County,MS,0,HYDRO,1,9,10931,20196
28011,Bolivar County,MS,0,HYDRO,1,7,11371,19038
28013,Calhoun County,MS,0,HYDRO,2,8,10463,19037
28015,Carroll County,MS,0,HYDRO,2,7,11227,20084
28017,Chickasaw County,MS,0,HYDRO,4,8,10803,19956
28019,Choctaw County,MS,0,HYDRO,3,7,10642,19527
28021,Claiborne County,MS,0,HYDRO,3,7,10717,19508
28023,Clarke County,MS,0,HYDRO,3,8,10101,18587
28025,Clay County,MS,0,HYDRO,3,6,9822,19461
28027,Coahoma County,MS,0,HYDRO,2,7,11766,21165
28029,Copiah County,MS,0,HYDRO,2,8,10561,20802
28031,Covington County,MS,0,HYDRO,0,8,11581,20606
28033,DeSoto County,MS,0,HYDRO,2,8,10449,20088
28035,Forrest County,MS,0,HYDRO,2,8,11526,20642
28037,Franklin County,MS,0,HYDRO,3,7,10972,20537
28039,George County,MS,0,HYDRO,0,6,11167,20661
28041,Greene County,MS,0,HYDRO,3,8,11072,20252
28043,Grenada County,MS,0,HYDRO,2,6,11606,21434
28045,Hancock County,MS,0,HYDRO,1,7,10442,19335
28047,Harrison County,MS,0,HYDRO,3,7,10345,19527
28049,Hinds County,MS,0,HYDRO,1,8,11293,20169
28051,Holmes County,MS,0,HYDRO,3,9,11645,20001
28053,Humphreys County,MS,0,HYDRO,1,7,11214,19450
28055,Issaquena County,MS,0,HYDRO,1,7,10095,19318
28057,Itawamba County,MS,0,HYDRO,2,8,11147,21257
28059,Jackson County,MS,0,HYDRO,3,6,11899,20616
28061,Jasper County,MS,0,HYDRO,0,8,10488,18725
28063,Jefferson County,MS,0,HYDRO,1,7,10554,19953
28065,Jefferson Davis County,MS,0,HYDRO,2,6,10989,20158
28067,Jones County,MS,0,HYDRO,2,7,11248,20885
28069,Kemper County,MS,0,HYDRO,0,8,10762,20172
